1164,Chladná Studňa,Chladná Studňa,985 26,46,1
1165,Chlebnice,Chlebnice,027 55,14,8
1166,Chlmec,Chlmec,067 41,19,5
1167,Chmeľnica,Chmeľnica,064 01,63,5
1168,Chmeľov,Chmeľov,082 15,49,5
1169,Chmeľová,Chmeľová,086 33,4,5
1170,Chmeľovec,Chmeľovec,082 12,49,5
1171,Chmiňany,Chmiňany,082 33,49,5
1172,Chminianska Nová Ves,Chminianska Nová Ves,082 33,49,5
1173,Chminianske Jakubovany,Chminian. Jakubovany,082 33,49,5
1174,Choča,Choča,951 76,75,4
1175,Chocholná,Chocholná,913 04,69,6
1176,Choňkovce,Choňkovce,072 63,61,3
1177,Chorvatice,Chorvatice,935 84,30,4
1178,Chorvátsky Grob,Chorvátsky Grob,900 25,57,2
1179,Chorváty,Chorváty,044 02,27,3
1180,Chotár,Chotár,968 01,77,1
1181,Chotča,Chotča,090 21,64,5
1182,Chotín,Chotín,946 31,22,4
1183,Chrabrany,Chrabrany,955 01,67,4
1184,Chrámec,Chrámec,980 42,53,1
1185,Chrasť,Chrasť,946 54,22,4
1186,Chrasť nad Hornádom,Chrasť nad Hornádom,053 63,62,3
1187,Chrastince,Chrastince,991 08,73,1
1188,Chrastné,Chrastné,044 44,27,3
1189,Chrašťany,Chrašťany,951 75,75,4
1190,Chrenová,Chrenová,949 01,40,4
1191,Chrenovec - Brusno,Chrenovec - Brusno,972 32,50,6
1192,Chropov,Chropov,908 64,59,7
1193,Chrťany,Chrťany,991 21,73,1
1194,Chtelnica,Chtelnica,922 05,45,7
1195,Chudá Lehota,Chudá Lehota,956 38,1,6
1196,Chvalová,Chvalová,982 62,52,1
1197,Chvatimech,Chvatimech,976 81,10,1
1198,Chvojnica,Chvojnica,906 06,38,6
1199,Chvojnica,Chvojnica,972 13,50,6
1200,Chym,Chym,044 74,27,3
1201,Chynorany,Chynorany,956 33,43,6
1202,Chyzerovce,Chyzerovce,953 01,75,4
1203,Chyžné,Chyžné,049 18,52,1
1204,Igram,Igram,900 84,57,2
1205,Ihľany,Ihľany,059 94,21,5
1206,Ihráč,Ihráč,967 01,78,1
1207,Ihrište,Ihrište,020 01,51,6
1208,Iľanovo,Iľanovo,031 01,32,8
1209,Ilava,Ilava,019 01,20,6
1210,Iliaš,Iliaš,974 05,2,1
1211,Iliašov,Iliašov,991 07,73,1
1212,Iliašovce,Iliašovce,053 11,62,3
1213,Iliavka,Iliavka,019 01,20,6
1214,Ilija,Ilija,969 01,3,1
1215,Imeľ,Imeľ,946 52,22,4
1216,Imrov Kopec,Imrov Kopec,991 21,73,1
1217,Iňa,Iňa,935 35,30,4
1218,Iňačovce,Iňačovce,072 11,37,3
1219,Inovce,Inovce,072 64,61,3
1220,Ipeľ,Ipeľ,985 26,46,1
1221,Ipeľka,Ipeľka,985 41,33,1
1222,Ipeľské Predmostie,Ipeľské Predmostie,991 10,73,1
1223,Ipeľské Úľany,Ipeľské Úľany,935 82,30,4
1224,Ipeľský Sokolec,Ipeľský Sokolec,935 75,30,4
1225,Istebné,Istebné,027 53,14,8
1226,Istebník,Istebník,911 05,69,6
1227,Ivachnová,Ivachnová,034 83,55,8
1228,Ivančiná,Ivančiná,038 45,71,8
1229,Ivanice,Ivanice,980 42,53,1
1230,Ivanišovo,Ivanišovo,985 51,13,1
1231,Ivanka pri Dunaji,Ivanka pri Dunaji,900 28,57,2
1232,Ivanka pri Nitre,Ivanka pri Nitre,951 12,40,4
1233,Ivanovce,Ivanovce,913 05,69,6
1234,Iviny,Iviny,962 12,13,1
1235,Iža,Iža,946 39,22,4
1236,Ižipovce,Ižipovce,032 23,32,8
1237,Ižkovce,Ižkovce,076 72,37,3
1238,Ižop,Ižop,932 01,15,7
1239,Jabloň,Jabloň,067 13,19,5
1240,Jablonec,Jablonec,900 86,44,2
1241,Jablonica,Jablonica,906 32,58,7
1242,Jablonka,Jablonka,906 21,38,6
1243,Jablonov,Jablonov,053 03,31,5
1244,Jablonov nad Turňou,Jablonov nad Turňou,049 43,54,3
1245,Jabloňovce,Jabloňovce,935 06,30,4
1246,Jablonové,Jablonové,013 52,11,8
1247,Jablonové,Jablonové,900 54,34,2
1248,Jabriková,Jabriková,976 34,2,1
1249,Jacovce,Jacovce,956 21,67,4
1250,Jahodná,Jahodná,930 21,15,7
1251,Jahodníky,Jahodníky,036 01,35,8
1252,Jaklovce,Jaklovce,055 61,17,3
1253,Jakovany,Jakovany,083 01,56,5
1254,Jakub,Jakub,974 01,2,1
1255,Jakubany,Jakubany,065 12,63,5
1256,Jakubov,Jakubov,900 63,34,2
1257,Jakubova Voľa,Jakubova Voľa,082 56,56,5
1258,Jakubovany,Jakubovany,032 04,32,8
1259,Jakubovany,Jakubovany,083 01,56,5
1260,Jakušovce,Jakušovce,090 31,64,5
1261,Jalakšová,Jalakšová,935 03,30,4
1262,Jalná,Jalná,966 11,78,1
1263,Jalová,Jalová,067 61,60,5
1264,Jalovec,Jalovec,032 21,32,8
1265,Jalovec,Jalovec,972 31,50,6
1266,Jalšové,Jalšové,922 31,18,7
1267,Jalšovík,Jalšovík,962 41,28,1
1268,Jamník,Jamník,033 01,32,8
1269,Jamník,Jamník,053 22,62,3
1270,Janice,Janice,980 42,53,1
1271,Janík,Janík,044 05,27,3
1272,Janíkovce,Janíkovce,949 07,40,4
1273,Janíky,Janíky,930 39,15,7
1274,Jankovce,Jankovce,067 24,19,5
1275,Jánošíková,Jánošíková,900 42,57,2
1276,Jánošíkovo na Ostrove,Jánošíkovo na Ostrov,930 10,15,7
1277,Jánošovka,Jánošovka,976 52,10,1
1278,Janov,Janov,082 42,49,5
1279,Janova Lehota,Janova Lehota,966 24,78,1
1280,Janova Ves,Janova Ves,958 44,43,6
1281,Janovce,Janovce,086 41,4,5
1282,Jánovce,Jánovce,059 13,47,5
1283,Jánovce,Jánovce,925 22,16,7
1284,Janovík,Janovík,082 03,49,5
1285,Jarabá,Jarabá,977 01,10,1
1286,Jarabina,Jarabina,065 31,63,5
1287,Jarná,Jarná,919 43,70,7
1288,Jarok,Jarok,937 01,30,4
1289,Jarok,Jarok,951 48,40,4
1290,Jarovnice,Jarovnice,082 63,56,5
1291,Jasenica,Jasenica,018 17,48,6
1292,Jasenie,Jasenie,976 75,10,1
1293,Jasenov,Jasenov,066 01,19,5
1294,Jasenov,Jasenov,072 42,61,3
1295,Jasenová,Jasenová,026 01,14,8
1296,Jasenovce,Jasenovce,094 05,74,5
1297,Jasenové,Jasenové,013 19,79,8
1298,Jasenovo,Jasenovo,038 22,71,8
1299,Jasenovo,Jasenovo,962 05,13,1
1300,Jasenovská,Jasenovská,029 57,39,8
1301,Jaslovce,Jaslovce,919 30,70,7
1302,Jaslovské Bohunice,Jaslovské Bohunice,919 30,70,7
1303,Jaslovské Bohunice-Atómová elektráreň,Jas.Bohunice-At.el.,919 31,70,7
1304,Jasov,Jasov,044 23,27,3
1305,Jasová,Jasová,941 34,42,4
1306,Jastrabá,Jastrabá,967 01,78,1
1307,Jastrabie pri Michalovciach,Jastrabie pri Michal,072 11,37,3
1308,Jastrabie Kračany,Jastrabie Kračany,930 03,15,7
1309,Jastrabie nad Topľou,Jastrabie nad Topľou,094 35,74,5
1310,Jašov Vrch,Jašov Vrch,962 25,13,1
1311,Jatov,Jatov,941 10,42,4
1312,Javorec,Javorec,906 05,58,7
1313,Javorina,Javorina,059 56,47,5
1314,Javorina,Javorina,976 53,10,1
1315,Javorinka,Javorinka,925 01,16,7
1316,Javorová,Javorová,023 22,12,8
1317,Jazernica,Jazernica,038 44,71,8
1318,Jazviny,Jazviny,916 01,41,6
1319,Jedlinka,Jedlinka,086 36,4,5
1320,Jedľové Kostoľany,Jedľové Kostoľany,951 96,75,4
1321,Jedľovník,Jedľovník,023 55,12,8
1322,Jelenec,Jelenec,951 73,40,4
1323,Jelka,Jelka,925 23,16,7
1324,Jelšava,Jelšava,049 16,52,1
1325,Jelšavská Teplica,Jelšavská Teplica,049 16,52,1
1326,Jelšovce,Jelšovce,951 43,40,4
1327,Jelšovec,Jelšovec,985 32,33,1
1328,Jenkovce,Jenkovce,072 52,61,3
1329,Jergaly,Jergaly,976 02,2,1
1330,Jesenské,Jesenské,935 36,30,4
1331,Jesenské,Jesenské,980 02,53,1
1332,Jestice,Jestice,980 04,53,1
1333,Ješkova Ves,Ješkova Ves,958 45,43,6
1334,Jezersko,Jezersko,059 04,21,5
1335,Ješkova Ves nad Nitricou,Ješkova Ves n/N.,972 25,50,6
1336,Jovice,Jovice,049 45,54,3
1337,Jovsa,Jovsa,072 32,37,3
1338,Jur nad Hronom,Jur nad Hronom,935 57,30,4
1339,Jurkova Voľa,Jurkova Voľa,089 01,65,5
1340,Jurová,Jurová,930 04,15,7
1341,Jurské,Jurské,059 94,21,5
1342,Jurský Chlm,Jurský Chlm,943 52,42,4
1343,Juskova Voľa,Juskova Voľa,094 12,74,5
1344,Kačanov,Kačanov,072 05,37,3
1345,Kače,Kače,065 22,63,5
1346,Kajal,Kajal,925 92,16,7
1347,Kaľamenová,Kaľamenová,038 22,71,8
1348,Kalameny,Kalameny,034 82,55,8
1349,Kaľava,Kaľava,053 42,62,3
1350,Kalinčiakovo,Kalinčiakovo,934 01,30,4
1351,Kalinka,Kalinka,962 25,13,1
1352,Kalinkovo,Kalinkovo,900 43,57,2
1353,Kalinov,Kalinov,023 02,12,8
1354,Kalinov,Kalinov,068 01,36,5
1355,Kalinovo,Kalinovo,985 01,46,1
1356,Kalná,Kalná,935 32,30,4
1357,Kalná nad Hronom,Kalná nad Hronom,935 32,30,4
1358,Kalná Roztoka,Kalná Roztoka,067 72,60,5
1359,Kálnica,Kálnica,916 37,41,6
1360,Kalnica,Kalnica,935 32,30,4
1361,Kalnište,Kalnište,087 01,65,5
1362,Kalonda,Kalonda,985 31,33,1
1363,Kaloša,Kaloša,982 52,53,1
1364,Kalša,Kalša,044 18,27,3
1365,Kaluža,Kaluža,072 36,37,3
1366,Kamanová,Kamanová,956 12,67,4
1367,Kameňany,Kameňany,049 62,52,1
1368,Kamenec,Kamenec,934 01,30,4
1369,Kamenec pod Vtáčnikom,Kamenec pod Vtáč.,972 44,50,6
1370,Kamenica,Kamenica,082 71,56,5
1371,Kamenica nad Cirochou,Kamenica n/Cirochou,067 83,19,5
1372,Kamenica nad Hronom,Kamenica nad Hronom,943 65,42,4
1373,Kameničany,Kameničany,018 54,20,6
1374,Kameničná,Kameničná,946 01,22,4
1375,Kamenín,Kamenín,943 57,42,4
1376,Kamenná Poruba,Kamenná Poruba,013 14,79,8
1377,Kamenná Poruba,Kamenná Poruba,093 03,74,5
1378,Kamenné Kosihy,Kamenné Kosihy,991 27,73,1
1379,Kamenný Chotár,Kamenný Chotár,935 02,30,4
1380,Kamenný Most,Kamenný Most,943 58,42,4
1381,Kamenný Vrch,Kamenný Vrch,992 01,73,1
1382,Kamienka,Kamienka,065 32,63,5
1383,Kamienka,Kamienka,067 83,19,5
1384,Kanaš,Kanaš,082 21,49,5
1385,Kanianka,Kanianka,972 17,50,6
1386,Kapince,Kapince,951 24,40,4
1387,Kapišová,Kapišová,090 01,65,5
1388,Kaplna,Kaplna,900 84,57,2
1389,Kapoňa,Kapoňa,076 84,68,3
1390,Kapušany,Kapušany,082 12,49,5
1391,Kapušianske Kľačany,Kapušianske Kľačany,079 01,37,3
1392,Kapušianske Vojkovce,Kapušianske Vojkovce,079 01,37,3
1393,Kardošova Vieska,Kardošova Vieska,018 16,48,6
1394,Karlov Dvor,Karlov Dvor,076 33,68,3
1395,Karlová,Karlová,038 15,35,8
1396,Karná,Karná,067 45,19,5
1397,Karolína,Karolína,937 01,30,4
1398,Kašov,Kašov,076 02,68,3
1399,Kašova Lehôtka,Kašova Lehôtka,962 34,76,1
1400,Katarínska Huta,Katarínska Huta,985 22,46,1
1401,Kátlina,Kátlina,018 02,48,6
1402,Kátlovce,Kátlovce,919 55,70,7
1403,Kátov,Kátov,908 49,59,7
1404,Katúň,Katúň,053 04,31,5
1405,Kava,Kava,945 01,22,4
1406,Kazimír,Kazimír,076 13,68,3
1407,Keblov - Zárieč,Keblov - Zárieč,013 32,79,8
1408,Kecerovce,Kecerovce,044 47,27,3
1409,Kecerovské Kostoľany,Kecerovské Kostoľany,044 47,27,3
1410,Kecerovské Pekľany,Kecerovské Pekľany,044 47,27,3
1411,Kecerovský Lipovec,Kecerovský Lipovec,044 47,27,3
1412,Kéč,Kéč,946 19,22,4
1413,Kečkovce,Kečkovce,090 11,65,5
1414,Kečovo,Kečovo,049 55,54,3
1415,Kechnec,Kechnec,044 58,27,3
1416,Kendereš,Kendereš,94110,42,4
1417,Kendice,Kendice,082 01,49,5
1418,Kesovce,Kesovce,980 45,53,1
1419,Keť,Keť,935 64,30,4
1420,Kevice,Kevice,038 45,71,8
1421,Kežmarok,Kežmarok,060 01,21,5
1422,Kežmarské Žľaby,Kežmarské Žľaby,059 60,47,5
1423,Kiarov,Kiarov,991 06,73,1
1424,Kinčeš,Kinčeš,076 62,68,3
1425,Kírť,Kírť,991 22,73,1
1426,Kišovce,Kišovce,059 12,47,5
1427,Kľačany,Kľačany,920 64,18,7
1428,Kľačany,Kľačany,956 02,67,4
1429,Kľačany,Kľačany,966 11,78,1
1430,Kľače,Kľače,013 19,79,8
1431,Kľačno,Kľačno,972 15,50,6
1432,Kľačno,Kľačno,034 01,55,8
1433,Kladzany,Kladzany,094 21,74,5
1434,Kľak,Kľak,966 77,77,1
1435,Klasov,Klasov,951 53,40,4
1436,Klastava,Klastava,969 01,3,1
1437,Kláštor pod Znievom,Kláštor pod Znievom,038 43,35,8
1438,Klátova Nová Ves,Klátova Nová Ves,958 44,43,6
1439,Klčov,Klčov,053 02,31,5
1440,Klčovany,Klčovany,919 08,70,7
1441,Kleňany,Kleňany,991 10,73,1
1442,Klenov,Klenov,082 44,49,5
1443,Klenová,Klenová,067 72,60,5
1444,Klenovec,Klenovec,980 55,53,1
1445,Klieština,Klieština,018 02,48,6
1446,Klin,Klin,023 22,12,8
1447,Klin,Klin,029 41,39,8
1448,Klin nad Bodrogom,Klin nad Bodrogom,076 31,68,3
1449,Klíž,Klíž,958 45,43,6
1450,Klížska Nemá,Klížska Nemá,946 19,22,4
1451,Klížske Hradište,Klížske Hradište,958 45,43,6
1452,Klobušice,Klobušice,019 01,20,6
1453,Klokoč,Klokoč,962 25,13,1
1454,Klokočina,Klokočina,949 11,40,4
1455,Klokočov,Klokočov,023 22,12,8
1456,Klokočov,Klokočov,072 36,37,3
1457,Klubina,Klubina,023 04,12,8
1458,Kľučiareň,Kľučiareň,925 71,66,4
1459,Kľúčiarove Kračany,Kľúčiarove Kračany,930 03,15,7
1460,Kľúčové,Kľúčové,914 41,69,6
1461,Kľúčovec,Kľúčovec,930 07,15,7
1462,Kluknava,Kluknava,053 51,17,3
1463,Kľušov,Kľušov,086 22,4,5
1464,Kľušovská Zábava,Kľušovská Zábava,086 22,4,5
1465,Kmeťovce,Kmeťovce,935 03,30,4
1466,Kmeťovo,Kmeťovo,941 62,42,4
1467,Kňažia,Kňažia,026 01,14,8
1468,Kobeliarovo,Kobeliarovo,049 23,54,3
1469,Kobylnice,Kobylnice,087 01,65,5
1470,Kobyly,Kobyly,086 22,4,5
1471,Koceľovce,Koceľovce,049 35,54,3
1472,Kociha,Kociha,980 52,53,1
1473,Kocurany,Kocurany,972 02,50,6
1474,Kocurice,Kocurice,921 01,45,7
1475,Kočín,Kočín,922 04,45,7
1476,Kočovce,Kočovce,916 31,41,6
1477,Kochanovce,Kochanovce,066 01,19,5
1478,Kochanovce,Kochanovce,086 46,4,5
1479,Kochanovce,Kochanovce,913 05,69,6
1480,Kochnáč,Kochnáč,956 54,1,6
1481,Kojatice,Kojatice,082 32,49,5
1482,Kojatická Dolina,Kojatická Dolina,082 32,49,5
1483,Kojšov,Kojšov,055 52,17,3
1484,Kokava nad Rimavicou,Kokava nad Rimavicou,985 05,46,1
1485,Kokošovce,Kokošovce,082 52,49,5
1486,Kokšov - Bakša,Kokšov - Bakša,044 13,27,3
1487,Kolačkov,Kolačkov,065 11,63,5
1488,Kolačno,Kolačno,958 41,43,6
1489,Koláre,Koláre,991 09,73,1
1490,Kolárovice,Kolárovice,013 54,11,8
1491,Kolárovo,Kolárovo,946 03,22,4
1492,Kolbasov,Kolbasov,067 66,60,5
1493,Kolbovce,Kolbovce,090 31,64,5
1494,Kolibabovce,Kolibabovce,072 61,61,3
1495,Kolíňany,Kolíňany,951 78,40,4
1496,Kolinovce,Kolinovce,053 42,62,3
1497,Kolónia,Kolónia,076 42,68,3
1498,Kolónia,Kolónia,929 01,15,7
1499,Kolónia,Kolónia,930 35,15,7
1500,Kolónia,Kolónia,943 56,42,4
1501,Kolonica,Kolonica,067 61,60,5
1502,Kolta,Kolta,941 33,42,4
1503,Komanica,Komanica,072 15,37,3
1504,Komárany,Komárany,093 01,74,5
1505,Komárno,Komárno,,22,4
1506,Komárno,Komárno,962 05,13,1
1507,Komárov,Komárov,086 11,4,5
1508,Komárovce,Komárovce,044 55,27,3
1509,Komárovce,Komárovce,073 01,61,3
1510,Komjatice,Komjatice,941 06,42,4
1511,Komjatná,Komjatná,034 96,55,8
1512,Komoča,Komoča,941 21,42,4
1513,Komov,Komov,976 52,10,1
1514,Končitá,Končitá,027 05,14,8
1515,Koniarovce,Koniarovce,956 13,67,4
1516,Konkoľ,Konkoľ,947 01,22,4
1517,Konrádovce,Konrádovce,980 32,53,1
1518,Konská,Konská,013 13,79,8
1519,Konská,Konská,032 04,32,8
1520,Konské,Konské,038 52,35,8
1521,Koňuš,Koňuš,072 63,61,3
1522,Kopanice,Kopanice,023 56,12,8
1523,Kopanice,Kopanice,966 61,77,1
1524,Kopčany,Kopčany,908 48,59,7
1525,Kopec,Kopec,018 31,20,6
1526,Kopernica,Kopernica,967 01,78,1
1527,Koplotovce,Koplotovce,920 01,18,7
1528,Kopráš,Kopráš,049 16,52,1
1529,Koprivnica,Koprivnica,086 43,4,5
1530,Kordíky,Kordíky,976 34,2,1
1531,Korejovce,Korejovce,090 05,65,5
1532,Korňa,Korňa,023 21,12,8
1533,Kornica,Kornica,023 22,12,8
1534,Koromľa,Koromľa,072 62,61,3
1535,Korunková,Korunková,090 31,64,5
1536,Korytárky,Korytárky,962 04,13,1
1537,Korytné,Korytné,013 54,11,8
1538,Korytné,Korytné,053 05,31,5
1539,Korytnica - kúpele,Korytnica - kúpele,034 73,55,8
1540,Kosihovce,Kosihovce,991 25,73,1
1541,Kosihy nad Ipľom,Kosihy nad Ipľom,991 11,73,1
1542,Kosorín,Kosorín,966 24,78,1
1543,Kostiviarska,Kostiviarska,974 01,2,1
1544,Kostivrch,Kostivrch,968 01,77,1
1545,Kostoľany nad Hornádom,Kostoľany n/Hornádom,044 31,27,3
1546,Kostoľany pod Tribečom,Kostoľany p/Tribečom,951 77,75,4
1547,Kostolec,Kostolec,017 05,48,6
1548,Kostolište,Kostolište,900 62,34,2
1549,Kostolná,Kostolná,962 12,13,1
1550,Kostolná - Záriečie,Kostolná - Záriečie,913 04,69,6
1551,Kostolná Gala,Kostolná Gala,930 34,15,7
1552,Kostolná pri Dunaji,Kostolná pri Dunaji,903 01,57,2
1553,Kostolná Ves,Kostolná Ves,972 26,50,6
1554,Kostolné,Kostolné,916 13,38,6
1555,Kostolné Kračany,Kostolné Kračany,930 03,15,7
1556,Kostolné Mitice,Kostolné Mitice,913 22,69,6
1557,Kostolné Moravce,Kostolné Moravce,962 71,28,1
1558,Kostolný Sek,Kostolný Sek,942 01,42,4
1559,Koš,Koš,972 41,50,6
1560,Košariská,Košariská,906 15,38,6
1561,Košarovce,Košarovce,094 06,19,5
1562,Košeca,Košeca,018 64,20,6
1563,Košecké Podhradie,Košecké Podhradie,018 31,20,6
1564,Košecké Rovné,Košecké Rovné,018 32,20,6
1565,Košice,Košice,,23,3
1566,Košice - Barca,Barca,040 17,26,3
1567,Košice - Dargovských Hrdinov,Dargovských Hrdinov,,25,3
1568,Košice - Džungľa,Džungľa,,23,3
1569,Košice - Juh,Juh,,26,3
1570,Košice - Kavečany,Kavečany,040 01,23,3
1571,Košice - Košická Nová Ves,Košická Nová Ves,040 14,25,3
1572,Košice - Krásna,Krásna,040 18,26,3
1573,Košice - Lorinčík,Lorinčík,040 11,24,3
1574,Košice - Luník IX,Luník IX,,24,3
1575,Košice - Myslava,Myslava,040 16,24,3
1576,Košice - Nad Jazerom,Nad Jazerom,,26,3
1577,Košice - Pereš,Pereš,040 11,24,3
1578,Košice - Poľov,Poľov,040 15,24,3
1579,Košice - Sever,Sever,,23,3
1580,Košice - Sídlisko KVP,Sídlisko KVP,,24,3
1581,Košice - Sídlisko Ťahanovce,Sídlisko Ťahanovce,,23,3
1582,Košice - Staré Mesto,Staré Mesto,040 01,23,3
1583,Košice - Šaca,Šaca,040 15,24,3
1584,Košice - Šebastovce,Šebastovce,040 17,26,3
1585,Košice - Ťahanovce,Ťahanovce,040 13,23,3
1586,Košice - Vyšné Opátske,Vyšné Opátske,040 01,26,3
1587,Košice - Západ,Západ,040 11,24,3
1588,Košice - Železiarne,Železiarne,044 54,24,3
1589,Košická Belá,Košická Belá,044 65,27,3
1590,Košická Polianka,Košická Polianka,044 41,27,3
1591,Košické Oľšany,Košické Oľšany,044 42,27,3
1592,Košický Klečenov,Košický Klečenov,044 45,27,3
1593,Koškovce,Koškovce,067 12,19,5
1594,Košolná,Košolná,919 01,70,7
1595,Košťany,Košťany,044 13,27,3
1596,Košťany nad Turcom,Košťany nad Turcom,038 41,35,8
1597,Košúty,Košúty,036 01,35,8
1598,Košúty,Košúty,925 09,16,7
1599,Kotelnica,Kotelnica,946 54,22,4
1600,Kotešová,Kotešová,013 61,11,8
1601,Kotmanová,Kotmanová,985 53,33,1
1602,Kotrčiná Lúčka,Kotrčiná Lúčka,013 02,79,8
1603,Kováčov,Kováčov,943 65,42,4
1604,Kováčová,Kováčová,049 42,54,3
1605,Kováčová,Kováčová,962 37,76,1
1606,Kováčovce,Kováčovce,991 06,73,1
1607,Koválov,Koválov,906 03,58,7
1608,Koválovec,Koválovec,908 63,59,7
1609,Kovarce,Kovarce,956 15,67,4
1610,Kozárovce,Kozárovce,935 22,30,4
1611,Kozelec,Kozelec,065 45,63,5
1612,Kozelník,Kozelník,966 15,3,1
1613,Kozí Vrbovok,Kozí Vrbovok,962 41,28,1
1614,Kozinská,Kozinská,027 05,14,8
1615,Kožany,Kožany,086 12,4,5
1616,Kožuchov,Kožuchov,076 01,68,3
1617,Kožuchovce,Kožuchovce,090 22,64,5
1618,Kračúnovce,Kračúnovce,087 01,65,5
1619,Krahule,Krahule,967 01,78,1
1620,Krajná Bystrá,Krajná Bystrá,090 05,65,5
1621,Krajná Poľana,Krajná Poľana,090 05,65,5
1622,Krajná Porúbka,Krajná Porúbka,090 05,65,5
1623,Krajné,Krajné,916 16,38,6
1624,Krajné Čierno,Krajné Čierno,090 03,65,5
1625,Krakovany,Krakovany,922 02,45,7
1626,Kráľ,Kráľ,980 45,53,1
1627,Králik,Králik,982 01,52,1
1628,Králiky,Králiky,976 34,2,1
1629,Kráľka,Kráľka,946 03,22,4
1630,Kráľov Brod,Kráľov Brod,925 41,16,7
1631,Kráľová,Kráľová,960 01,76,1
1632,Kráľová,Kráľová,974 05,2,1
1633,Kráľova Lehota,Kráľova Lehota,032 33,32,8
1634,Kráľová nad Váhom,Kráľová nad Váhom,925 91,66,4
1635,Kráľová pri Senci,Kráľová pri Senci,900 50,57,2
1636,Kraľovany,Kraľovany,027 51,14,8
1637,Kráľovce,Kráľovce,044 44,27,3
1638,Kráľovce,Kráľovce,962 65,28,1
1639,Kráľovce - Krnišov,Kráľovce - Krnišov,962 65,28,1
1640,Kráľovianky,Kráľovianky,931 01,15,7
1641,Kráľovičová,Kráľovičová,935 84,30,4
1642,Kráľovičove Kračany,Kráľovičove Kračany,930 03,15,7
1643,Kráľovský Chlmec,Kráľovský Chlmec,077 01,68,3
1644,Krám,Krám,976 52,10,1
1645,Kraskovo,Kraskovo,980 26,53,1
1646,Krásna,Krásna,980 51,53,1
1647,Krásna,Krásna,985 41,33,1
1648,Krásna Hôrka,Krásna Hôrka,027 44,72,8
1649,Krásna Lúka,Krásna Lúka,082 73,56,5
1650,Krásna Ves,Krásna Ves,956 53,1,6
1651,Krasňany,Krasňany,013 03,79,8
1652,Krásno,Krásno,958 43,43,6
1653,Krásno nad Kysucou,Krásno nad Kysucou,023 02,12,8
1654,Krásnohorská Dlhá Lúka,Krásnohor. Dlhá Lúka,049 45,54,3
1655,Krásnohorské Podhradie,Krásnohor. Podhradie,049 41,54,3
1656,Krásnovce,Krásnovce,072 01,37,3
1657,Krásny Brod,Krásny Brod,068 01,36,5
1658,Krásny Dub,Krásny Dub,913 33,69,6
1659,Krátke Kesy,Krátke Kesy,946 32,22,4
1660,Kravany,Kravany,059 18,47,5
1661,Kravany,Kravany,076 61,68,3
1662,Kravany nad Dunajom,Kravany nad Dunajom,946 36,22,4
1663,Kravárska,Kravárska,013 32,79,8
1664,Krčava,Krčava,072 51,61,3
1665,Kremná,Kremná,065 22,63,5
1666,Kremnica,Kremnica,967 01,78,1
1667,Kremnické Bane,Kremnické Bane,967 01,78,1
1668,Kremnička,Kremnička,974 05,2,1
1669,Kristy,Kristy,072 55,61,3
1670,Krišľovce,Krišľovce,090 31,64,5
1671,Krišovská Liesková,Krišovská Liesková,079 01,37,3
1672,Krivá,Krivá,027 55,14,8
1673,Krivá Oľka,Krivá Oľka,067 04,36,5
1674,Kriváň,Kriváň,962 04,13,1
1675,Krivany,Krivany,082 71,56,5
1676,Krivé,Krivé,086 04,4,5
1677,Krivec I,Krivec I,962 05,13,1
1678,Krivec II,Krivec II,962 05,13,1
1679,Krivoklát,Krivoklát,018 52,20,6
1680,Krivosúd - Bodovka,Krivosúd - Bodovka,913 11,69,6
1681,Krivošťany,Krivošťany,072 22,37,3
1682,Kríž nad Váhom,Kríž nad Váhom,916 26,41,6
1683,Krížany,Krížany,079 01,37,3
1684,Kríže,Kríže,086 04,4,5
1685,Krížny Vrch,Krížny Vrch,934 01,30,4
1686,Krížová Ves,Krížová Ves,059 01,21,5
1687,Krížovany,Krížovany,082 33,49,5
1688,Križovany nad Dudváhom,Križovany n/Dudváhom,919 24,70,7
1689,Krížový Dvor,Krížový Dvor,946 19,22,4
1690,Krkošky,Krkošky,022 04,12,8
1691,Krmeš,Krmeš,032 13,32,8
1692,Krná,Krná,985 25,46,1
1693,Krnča,Krnča,956 19,67,4
1694,Krné,Krné,962 12,13,1
1695,Krnišov,Krnišov,962 65,28,1
1696,Krokava,Krokava,982 67,53,1
1697,Krompachy,Krompachy,053 42,62,3
1698,Krpeľany,Krpeľany,038 54,35,8
1699,Krškany,Krškany,934 01,30,4
1700,Krtovce,Krtovce,956 03,67,4
1701,Kručov,Kručov,090 32,64,5
1702,Krupina,Krupina,963 01,28,1
1703,Krušetnica,Krušetnica,029 54,39,8
1704,Krušinec,Krušinec,091 01,64,5
1705,Krušovce,Krušovce,956 31,67,4
1706,Kružlov,Kružlov,086 04,4,5
1707,Kružlová,Kružlová,090 02,65,5
1708,Kružlovská Huta,Kružlovská Huta,086 04,4,5
1709,Kružná,Kružná,049 51,54,3
1710,Kružno,Kružno,979 01,53,1
1711,Kšinná,Kšinná,956 41,1,6
1712,Kubáňovo,Kubáňovo,935 75,30,4
1713,Kubíková,Kubíková,013 05,79,8
1714,Kubínska,Kubínska,029 57,39,8
1715,Kubrá,Kubrá,911 01,69,6
1716,Kubrica,Kubrica,911 01,69,6
1717,Kucany,Kucany,076 75,37,3
1718,Kučín,Kučín,086 12,4,5
1719,Kučín,Kučín,094 21,74,5
